age,study_hours,attendance,previous_score,pass
26,9.24,71,53,0
18,5.63,84,96,0
18,2.53,83,63,0
23,8.62,100,72,0
19,0.13,83,83,0
20,4.72,91,72,0
18,4.06,75,77,1
29,3.97,76,73,1
30,5.84,83,77,0
18,0.27,81,67,0
18,3.41,59,100,0
28,5.05,80,42,0
21,3.89,93,86,0
21,8.79,52,90,1
18,5.34,88,66,1
22,1.47,50,59,1
29,8.08,75,73,0
28,0.17,57,60,1
30,9.73,83,86,0
23,1.72,65,69,0
29,2.52,90,69,1
30,0.78,63,42,1
19,4.51,69,59,1
21,4.21,100,78,1
20,8.99,81,43,0
30,3.7,73,60,0
30,2.19,85,81,1
30,1.46,63,71,0
29,0.02,86,71,1
28,9.38,61,60,1
21,8.01,61,88,0
29,5.41,100,95,1
20,8.87,75,77,1
22,9.93,93,84,0
29,9.82,73,93,1
23,6.46,90,67,0
19,7.95,70,100,1
20,6.47,71,95,0
21,7.12,58,80,0
22,3.79,50,47,0
22,3.56,51,90,0
21,0.09,63,97,0
22,5.36,63,65,0
23,7.25,96,41,0
28,9.34,91,41,1
20,9.81,58,95,0
26,3.31,81,83,1
22,1.85,74,60,0
30,4.55,67,43,0
21,9.99,73,74,1
25,6.61,86,74,0
24,0.84,68,66,0
20,3.19,85,46,1
23,8.54,64,83,0
25,7.66,58,78,1
22,0.84,71,42,1
23,1.8,61,45,0
23,3.91,74,48,1
19,3.59,74,40,1
20,1.15,81,93,1
23,8.74,92,47,1
26,0.51,71,80,1
25,1.99,75,83,0
29,7.92,91,84,1
29,8.96,71,62,0
22,5.58,53,86,1
27,6.51,60,84,1
26,0.4,82,78,0
28,5.71,57,65,0
18,9.27,99,56,1
19,4.63,98,97,1
22,6.61,94,87,1
25,5.56,69,87,1
25,2.06,57,91,0
29,8.82,79,83,0
28,8.84,100,57,0
28,7.21,81,42,0
21,2.51,84,58,0
21,5.67,81,70,1
23,8.88,59,85,0
21,2.69,91,47,1
21,9.37,51,83,1
29,0.89,77,52,0
21,6.46,59,43,0
19,8.21,57,52,0
25,9.45,55,94,1
25,8.65,79,88,1
18,6.91,89,83,0
18,2.48,73,70,1
28,7.15,91,99,0
18,9.73,85,84,0
29,2.66,67,63,0
26,5.42,97,65,1
27,1.69,50,74,0
28,4.6,77,92,1
27,0.91,52,40,1
29,3.58,86,92,1
20,4.51,64,85,0
24,4.52,60,68,1
27,6.97,86,71,1
20,2.72,80,44,1
28,8.41,62,73,0
20,8.93,65,51,0
18,4.16,88,94,1
21,4.75,63,44,1
26,5.48,78,86,0
23,5.96,82,56,1
30,4.02,87,61,0
19,4.54,68,70,0
26,8.61,74,45,0
20,4.58,63,67,1
24,0.52,75,70,1
25,6.3,53,87,1
25,7.5,55,100,1
22,7.21,69,57,1
19,7.17,54,92,0
23,8.88,52,85,1
27,5.51,79,80,1
19,8.99,94,46,1
26,5.26,85,75,0
20,1.12,84,80,1
20,5.59,50,44,1
25,5.9,94,63,1
30,2.17,50,62,1
19,1.45,84,61,0
19,0.09,66,80,1
27,0.74,95,86,1
19,5.47,84,52,0
25,4.4,60,100,1
27,6.72,69,91,0
28,0.22,66,61,1
18,5.53,67,85,0
18,6.53,73,80,1
26,6.84,62,86,1
18,6.52,80,83,0
26,5.76,51,82,0
20,5.14,66,100,1
29,7.88,52,43,0
27,2.11,96,48,0
27,8.43,84,80,0
22,2.86,79,87,0
28,1.94,64,47,1
24,8.6,96,41,1
21,7.73,75,50,1
20,3.0,98,75,0
25,3.38,57,44,0
18,9.46,92,93,1
30,0.23,73,70,0
23,0.2,50,84,1
25,3.82,68,65,1
30,9.97,73,60,1
26,8.34,71,86,1
25,0.64,56,77,0
20,8.05,87,80,1
27,4.29,57,58,1
20,0.19,72,70,1
28,3.03,72,65,1
24,4.64,53,42,1
29,6.81,79,77,1
25,6.0,84,42,0
24,2.91,70,42,1
29,3.43,90,70,0
28,4.99,78,75,1
23,8.95,79,68,1
27,2.6,81,79,1
30,1.68,95,86,0
27,3.12,79,53,1
21,7.14,97,46,0
19,4.9,78,73,1
18,3.88,56,84,1
22,6.73,57,61,1
21,5.39,100,60,0
25,8.79,77,92,1
24,7.5,99,55,0
29,6.94,95,87,0
27,1.52,67,56,1
30,8.46,52,82,0
26,2.39,94,77,1
19,3.33,82,71,0
22,7.51,57,58,1
22,2.67,92,53,1
18,7.49,52,99,1
18,1.71,66,56,0
20,1.82,62,89,1
24,4.76,90,44,1
27,1.13,83,62,0
19,3.07,71,45,0
23,0.3,91,75,0
27,2.11,88,54,0
28,2.42,94,44,1
30,0.36,66,55,0
27,4.29,94,58,0
26,4.03,87,96,0
30,3.04,79,45,0
28,9.95,70,77,0
27,5.93,84,64,1
29,1.07,63,98,1
23,4.63,95,60,0
26,4.29,99,86,1
22,1.62,56,61,0
25,9.82,65,74,0
19,8.51,92,62,1
24,3.79,64,99,0
25,3.06,99,68,1
20,5.54,86,57,1
19,8.41,89,62,1
30,9.8,74,58,0
29,3.81,68,40,1
18,0.56,80,62,1
25,5.87,100,83,1
24,3.95,80,97,1
29,8.15,89,70,1
20,1.16,90,62,0
26,1.58,61,50,0
29,5.2,96,54,0
26,0.23,92,87,0
21,9.05,96,47,0
28,2.18,98,48,1
21,1.02,73,83,1
26,0.72,50,42,0
19,9.97,68,75,0
24,5.07,90,56,0
30,2.78,84,46,1
18,8.6,84,96,0
30,7.55,77,92,0
20,9.98,81,40,1
23,0.81,72,85,1
19,6.94,81,100,0
22,8.14,94,55,0
18,6.34,65,45,1
25,7.8,99,46,1
21,7.52,53,78,1
26,2.72,73,78,0
22,8.87,95,85,1
19,6.69,60,73,0
23,9.21,56,69,0
24,4.76,66,59,0
22,5.92,70,45,1
19,0.53,68,47,1
18,0.2,61,86,0
29,4.57,90,87,1
24,0.41,58,89,1
21,7.42,58,85,0
18,4.31,64,78,1
25,3.09,78,46,1
23,1.88,80,67,1
27,7.04,54,61,1
26,2.33,99,47,0
29,4.05,94,79,1
25,6.21,91,96,1
22,0.4,92,72,0
29,8.64,61,81,1
23,5.74,61,47,0
23,1.76,92,86,1
29,5.42,61,59,1
26,0.73,90,76,1
25,6.26,90,94,1
25,8.77,52,85,0
30,7.09,96,80,1
19,2.07,94,46,0
19,0.28,87,94,1
22,2.4,57,43,1
26,6.97,54,91,1
20,0.47,89,48,0
27,1.07,67,43,0
27,4.36,53,78,0
23,9.45,65,59,1
30,2.95,54,99,0
28,0.26,82,60,0
29,2.29,63,89,0
25,8.91,51,97,1
23,5.36,57,83,0
22,7.21,96,93,0
19,3.41,83,51,0
29,7.15,83,68,0
29,9.86,98,73,1
23,6.87,56,42,1
24,1.61,77,50,0
29,6.34,70,52,1
24,4.11,59,73,0
18,2.79,100,99,1
25,6.59,98,85,0
20,1.92,99,60,1
29,1.35,50,57,1
19,0.31,100,44,1
30,2.82,75,62,1
23,8.77,57,55,1
21,5.58,76,91,0
22,2.2,75,87,0
22,8.92,85,55,1
22,4.3,56,82,1
26,0.92,57,88,0
26,7.78,62,80,0
26,6.87,71,69,1
24,2.18,86,72,0
20,4.48,56,87,1
25,3.76,83,93,0
19,2.91,80,61,0
22,6.01,90,48,1
18,2.76,55,99,0
18,2.85,100,60,1
25,5.98,59,52,0
19,4.86,62,53,1
28,2.62,95,100,1
24,0.94,88,73,0
26,1.69,80,80,1
29,3.86,55,93,0
26,3.49,80,99,1
26,0.5,54,58,0
20,6.93,90,69,0
20,8.31,55,80,1
26,8.57,72,80,1
19,9.95,72,63,1
25,5.21,90,86,1
24,1.75,92,72,1
26,8.61,75,93,0
21,3.39,65,66,0
23,9.31,56,56,1
29,9.47,70,62,1
20,1.61,80,86,0
20,4.28,79,53,1
26,1.53,71,89,1
28,7.98,54,79,1
23,0.57,88,70,1
30,2.3,59,74,0
28,7.81,84,48,0
22,6.49,60,79,1
23,6.88,64,59,1
23,2.05,69,70,0
29,7.13,55,45,1
20,6.23,65,78,1
27,1.24,69,74,1
22,1.91,54,78,1
30,1.55,83,55,1
28,0.95,83,87,0
21,7.11,82,74,0
18,2.74,69,79,1
26,8.59,98,59,0
18,6.86,76,81,1
25,5.08,91,40,0
20,3.75,95,80,0
30,1.46,84,98,1
19,3.15,62,59,1
28,7.51,76,46,0
22,0.16,94,43,0
19,4.77,82,94,0
19,8.81,79,72,1
18,5.56,99,53,0
29,1.83,93,96,0
18,9.61,96,90,1
24,0.9,64,93,0
19,9.44,87,69,1
23,2.81,93,97,0
28,6.93,86,73,0
29,0.14,80,77,0
20,4.31,91,57,1
30,2.87,70,81,0
19,3.02,93,70,1
18,4.22,97,93,1
20,9.69,55,66,0
20,7.84,95,96,1
28,8.48,96,77,1
22,5.25,85,56,1
27,2.33,52,90,1
25,8.66,51,82,0
19,9.06,77,86,1
22,1.88,78,90,1
19,3.82,79,40,1
26,2.05,92,98,1
29,7.62,55,52,1
29,5.54,91,91,1
18,2.78,69,76,0
19,9.03,79,83,0
26,8.03,58,91,1
25,1.78,56,56,1
23,5.9,91,73,1
19,5.53,77,78,1
28,3.82,68,95,1
24,6.58,73,62,1
30,1.69,99,43,1
26,4.94,96,77,0
27,1.92,50,92,1
23,5.76,76,50,0
30,3.03,60,55,0
30,7.69,55,100,0
18,4.14,95,93,0
24,9.72,78,43,1
21,8.88,64,61,1
21,8.75,53,83,0
28,0.61,82,50,0
20,2.1,68,61,0
28,4.17,59,87,1
28,4.61,90,49,1
19,9.16,64,62,0
25,6.38,73,98,1
24,6.38,70,86,0
18,8.51,66,48,1
22,3.66,71,94,1
22,5.24,86,59,1
20,3.68,67,88,0
23,9.13,62,93,1
23,3.31,82,53,1
18,5.49,71,40,1
19,0.62,61,75,1
25,2.85,86,40,0
23,5.64,55,73,0
25,1.28,97,99,1
21,0.31,73,100,0
26,1.29,97,51,1
18,5.12,73,74,1
22,3.82,97,75,0
25,5.35,68,67,1
18,1.1,78,78,0
27,0.01,93,85,0
27,2.61,68,99,1
28,4.64,58,67,1
19,0.31,81,93,0
23,2.0,68,48,1
20,7.28,54,43,0
30,7.63,86,81,1
27,7.74,76,42,0
19,4.67,65,93,1
21,3.6,70,49,0
26,7.38,68,61,0
23,8.56,96,51,1
27,3.99,94,43,1
22,8.65,71,52,1
21,0.17,74,92,1
24,9.29,99,89,0
19,2.53,64,80,0
21,1.17,86,64,0
28,2.61,96,75,1
28,2.58,60,40,0
28,6.76,99,70,0
29,4.35,69,63,0
23,9.24,63,67,1
26,4.58,80,67,0
27,0.73,93,65,0
29,9.22,58,86,1
20,4.27,96,64,0
20,0.36,60,49,1
30,4.36,57,82,0
27,2.79,57,64,1
27,8.55,75,53,1
19,6.49,97,49,1
28,4.72,60,71,1
20,2.44,98,66,0
21,8.84,59,78,0
25,5.69,84,70,1
20,7.86,50,40,0
30,8.62,52,56,0
27,0.61,75,41,1
19,8.97,85,90,1
27,0.26,72,74,1
21,5.42,99,79,0
24,5.23,69,53,1
29,6.13,84,52,0
23,4.6,53,85,1
22,9.39,74,62,0
21,7.5,57,75,1
26,5.08,67,45,1
26,7.16,86,46,0
21,0.85,52,52,0
27,9.25,98,55,1
26,4.69,66,44,0
22,8.19,57,69,0
30,7.48,76,99,1
22,8.16,100,51,1
19,2.1,59,96,0
23,5.82,68,95,0
26,3.9,96,52,1
30,3.52,62,54,0
28,9.61,53,47,1
27,6.63,82,63,0
25,2.32,66,86,1
25,0.41,54,54,1
29,6.74,53,72,1
23,5.93,52,66,1
22,9.81,60,56,1
28,7.37,86,87,1
19,2.02,69,43,0
20,0.81,95,94,0
29,1.27,62,54,0
27,9.54,67,82,0
18,1.62,97,89,1
28,3.18,52,61,0
24,9.63,78,51,1
20,2.29,100,97,1
23,5.89,97,41,0
18,8.07,79,80,1
23,7.84,75,89,1
26,4.08,95,58,0
20,5.98,60,62,1
30,5.99,86,60,0
21,3.07,89,75,0
29,9.0,85,91,0
27,1.96,86,88,1
23,0.09,63,99,0
22,0.01,52,81,1
24,9.06,71,40,1
18,1.41,51,51,0
27,6.79,59,62,1
22,0.34,86,90,0
29,2.85,88,60,0
22,4.88,63,86,1
22,9.8,57,60,0
24,7.88,71,68,1
22,4.05,93,86,0
27,2.31,94,45,1
18,2.68,88,95,1
19,0.45,67,51,0
22,6.66,53,62,0
20,9.88,78,85,1
25,9.48,84,96,1
28,4.73,52,59,0
20,1.64,73,61,0
26,6.93,79,100,0
19,3.03,64,79,1
20,6.71,93,61,0
18,3.29,82,47,0
27,5.42,100,85,1
25,7.53,56,78,0
22,0.22,73,93,0
25,1.15,78,80,0
19,2.48,90,71,0
28,0.15,84,82,0
24,6.06,65,84,1
27,6.05,86,45,0
30,7.93,55,64,1
28,0.91,94,42,1
26,5.2,78,98,1
25,6.63,93,62,1
25,7.4,83,75,1
30,6.86,62,52,1
20,8.61,97,81,0
23,0.23,82,62,1
26,5.75,86,96,1
18,4.92,50,97,1
27,1.14,54,57,1
26,2.8,73,69,1
26,2.34,68,64,0
25,9.44,82,83,0
21,8.4,69,63,0
24,6.86,62,95,0
28,4.18,58,90,1
30,9.66,92,54,1
28,8.21,80,85,0
23,9.23,54,86,0
19,9.89,59,87,1
29,9.01,95,70,0
27,0.99,89,60,0
19,3.18,89,91,0
26,2.38,50,45,1
30,5.86,54,90,1
30,1.78,61,84,0
27,1.47,84,58,1
30,7.65,79,74,0
23,2.81,89,48,1
24,0.59,62,83,1
24,1.54,75,83,1
24,4.26,89,67,0
18,6.49,89,51,0
28,0.38,86,89,1
22,1.87,87,91,1
24,2.9,100,42,0
21,7.82,98,90,1
28,6.06,90,65,0
22,6.95,74,79,0
26,0.59,78,95,1
24,8.01,90,83,0
18,9.6,83,59,1
20,7.82,89,64,1
22,8.23,89,75,1
19,1.11,77,54,0
22,7.6,91,84,1
21,9.4,82,83,1
20,2.38,81,85,0
27,3.06,82,88,1
23,4.29,73,66,1
28,8.65,67,93,1
30,6.42,91,56,0
25,4.44,66,43,1
25,6.96,81,95,0
19,0.6,81,99,1
30,4.68,98,97,1
22,4.32,64,90,1
19,1.96,60,84,1
25,6.86,91,66,1
19,1.23,94,47,1
19,7.95,96,74,1
26,7.92,92,89,1
24,5.35,65,87,0
26,5.7,87,53,1
30,9.34,56,52,1
19,2.37,62,71,0
23,3.12,50,67,0
21,6.45,99,81,0
28,7.53,62,81,0
22,0.07,77,79,0
22,4.89,100,64,0
18,1.17,69,46,0
26,1.7,98,45,0
28,6.33,69,58,1
26,1.52,69,95,1
29,1.43,84,83,1
25,8.46,67,49,1
23,3.58,53,96,1
21,7.66,97,53,0
18,8.77,70,73,0
20,6.43,88,94,0
29,8.73,83,46,0
26,8.13,74,97,1
21,2.01,89,86,1
23,8.27,76,47,1
21,0.51,97,86,0
19,6.37,56,57,1
20,9.3,61,83,0
27,8.13,88,95,0
19,5.77,87,65,0
24,2.35,99,41,0
21,2.59,96,62,0
20,4.52,72,46,1
28,6.91,55,46,0
27,9.69,55,45,0
22,0.05,99,54,1
24,2.19,97,50,0
30,6.74,61,50,0
24,0.58,57,62,1
18,1.58,58,69,0
20,6.91,75,83,1
22,3.11,53,99,1
24,2.04,98,62,0
21,1.24,75,95,0
29,3.7,71,95,0
28,0.91,51,86,0
25,9.41,98,42,1
21,4.18,65,69,1
19,2.95,63,97,0
27,4.85,66,63,0
30,5.35,70,57,1
18,9.13,82,66,1
26,5.61,62,58,0
23,0.33,56,72,0
28,0.3,82,62,1
25,4.91,94,57,0
27,1.48,76,51,1
27,0.69,73,46,0
23,8.48,68,91,0
30,9.36,59,67,1
24,3.29,64,64,1
19,7.92,65,99,0
21,7.19,81,82,1
29,7.89,89,52,1
26,0.77,93,81,1
28,8.21,84,42,0
22,5.65,88,98,0
29,3.5,90,40,1
25,8.85,97,94,1
25,6.2,66,46,0
24,5.69,53,80,0
24,2.06,66,71,1
27,2.17,69,49,0
25,5.76,74,99,0
25,2.77,66,69,0
27,2.79,68,85,0
18,0.83,52,92,0
29,8.83,98,53,0
22,6.24,68,100,0
26,5.13,80,70,1
20,5.03,63,66,0
28,6.24,74,66,1
25,4.89,69,98,0
30,6.41,75,63,0
20,1.08,90,40,1
20,7.78,83,95,1
30,6.15,100,59,1
24,8.57,74,84,0
20,5.84,60,100,1
27,4.18,66,71,1
30,6.07,94,56,1
24,1.9,80,81,0
21,7.21,88,65,1
19,3.54,66,74,1
25,9.17,88,66,1
26,5.34,94,69,0
30,1.34,87,67,0
30,5.9,99,86,1
18,2.88,87,48,1
21,3.39,53,57,0
30,0.39,89,53,1
19,2.37,73,72,1
23,9.7,91,86,1
23,6.79,65,55,0
29,8.51,55,49,1
29,7.35,99,43,1
30,4.64,98,92,1
28,2.11,80,76,0
20,3.07,69,60,0
26,6.73,83,95,0
26,5.61,59,59,1
26,8.77,58,54,0
18,8.05,62,71,1
28,7.11,85,61,1
26,0.19,64,55,1
29,3.48,63,57,1
27,1.93,87,68,1
21,5.85,73,82,1
25,5.59,82,77,1
21,1.51,82,75,0
19,7.16,72,81,0
18,7.86,95,41,0
29,7.8,54,70,0
27,4.45,84,97,1
26,0.86,97,43,1
29,3.93,98,70,0
24,5.5,72,61,0
29,9.15,87,56,0
20,0.88,59,94,1
26,7.4,70,40,0
25,1.16,64,49,0
23,4.83,64,40,1
18,0.65,69,40,0
22,3.28,80,57,1
22,2.76,93,68,1
20,8.32,97,91,0
28,2.64,52,40,1
20,4.29,73,42,1
22,7.37,79,84,0
21,9.99,88,97,0
19,5.66,51,44,1
27,7.51,59,69,0
28,6.19,74,62,0
19,4.34,66,46,0
25,2.49,72,58,1
18,2.91,54,63,1
25,6.75,87,61,1
21,3.47,75,85,1
22,6.63,77,87,1
30,6.86,55,91,0
30,0.32,89,46,1
25,1.54,93,74,0
22,1.44,98,79,1
27,3.93,92,70,0
21,9.66,52,92,1
20,8.49,58,41,1
23,5.96,63,93,1
27,7.41,70,51,1
19,9.58,71,60,0
23,6.72,79,57,1
25,4.79,74,60,1
26,5.83,53,77,0
25,7.28,92,100,1
19,3.02,65,86,0
24,1.22,78,46,1
26,0.16,97,92,1
25,4.93,64,83,1
24,2.99,54,59,1
19,5.9,61,75,0
29,0.71,53,48,0
22,3.11,61,44,0
21,8.58,55,78,1
20,9.3,57,53,0
24,8.89,77,48,1
20,8.54,96,64,1
18,6.99,97,85,0
18,6.13,52,75,1
18,0.32,63,92,1
26,8.78,70,90,1
25,5.12,96,93,1
21,8.59,68,93,0
30,7.76,71,91,0
28,5.84,90,87,0
20,5.95,89,80,0
22,1.63,77,67,0
24,0.35,94,47,1
23,0.76,76,88,1
19,9.29,96,75,1
30,8.2,55,76,1
21,4.72,70,47,1
29,3.34,75,98,0
20,8.6,89,45,0
21,7.96,90,48,0
20,5.2,89,82,1
23,1.01,74,90,0
28,8.62,90,62,1
19,5.47,66,67,0
22,1.37,77,76,1
27,5.83,100,89,0
20,9.91,54,83,1
23,0.66,95,65,1
26,4.75,86,40,0
25,7.28,76,70,0
28,6.76,84,53,0
25,2.49,62,82,0
27,5.85,65,57,0
24,6.08,60,45,1
27,0.27,67,80,1
30,7.68,87,75,0
27,6.38,62,80,1
30,1.78,60,57,1
18,9.68,96,87,0
18,6.49,98,46,0
28,5.76,51,85,0
20,6.64,99,53,0
19,8.63,81,46,0
19,8.76,60,79,0
26,7.98,69,62,0
21,1.66,64,61,1
26,0.46,85,81,1
30,9.24,90,44,1
19,0.31,87,64,0
23,8.48,99,91,1
28,3.42,58,51,0
30,9.94,96,85,1
25,8.46,92,58,0
22,0.63,90,94,1
20,9.7,64,84,1
19,4.89,50,77,0
27,3.34,71,87,1
24,7.91,84,64,0
22,7.63,59,52,1
26,0.69,90,47,0
23,8.56,94,73,0
24,9.43,93,64,1
19,2.33,63,95,0
18,7.61,63,93,1
28,3.91,89,90,1
26,5.78,53,92,0
21,0.03,66,85,1
20,2.46,85,77,1
28,7.25,73,55,1
23,9.62,58,93,1
29,9.8,66,46,0
23,7.49,65,78,1
21,3.77,73,100,1
20,4.36,54,46,1
19,0.72,79,59,1
25,4.02,87,78,1
29,5.78,80,74,1
21,5.81,60,43,0
22,4.18,93,90,0
21,7.47,65,68,1
28,5.5,62,50,0
18,0.87,95,43,1
23,9.18,97,97,0
25,7.86,60,99,1
22,9.31,96,65,1
23,4.16,80,45,0
22,4.95,65,92,0
25,5.84,64,45,0
28,6.0,98,92,1
30,0.54,75,63,1
30,0.07,63,83,1
30,7.64,65,95,1
29,5.68,89,84,0
18,2.06,62,95,0
26,5.02,65,49,1
28,0.38,58,49,0
25,2.27,78,57,1
23,1.94,70,45,1
18,1.65,53,60,0
21,2.91,82,88,1
22,2.34,73,57,1
19,0.4,66,70,1
28,8.72,80,86,0
27,5.52,82,83,1
18,4.4,91,85,1
18,6.01,66,46,0
28,1.4,98,58,0
25,0.17,54,78,1
25,6.62,92,40,1
27,8.89,60,70,0
21,4.48,92,52,1
27,6.73,60,56,0
18,1.19,54,94,0
26,6.89,65,91,0
21,3.34,84,54,1
29,9.37,69,95,1
29,9.4,68,56,0
30,0.76,94,49,1
21,0.58,63,85,0
20,2.9,75,40,1
26,1.5,80,89,0
20,3.31,64,57,0
22,3.68,93,67,1
22,2.69,57,85,0
20,0.97,59,67,0
22,8.1,79,78,1
20,5.17,74,74,1
28,5.46,99,87,1
23,8.66,61,71,1
21,6.68,99,75,0
25,3.0,96,51,0
18,5.84,63,49,0
27,1.18,61,73,1
18,8.79,58,88,0
18,2.86,61,73,1
30,3.43,77,94,0
25,2.93,88,96,0
18,4.93,92,96,1
24,5.42,73,97,0
21,2.09,56,50,1
24,3.22,80,52,1
21,2.04,58,83,0
21,4.93,87,55,0
30,3.71,88,58,1
19,5.89,78,73,1
19,3.29,63,63,0
25,7.81,53,51,0
21,4.46,51,92,0
30,7.04,99,87,1
19,1.66,84,90,1
22,1.88,82,42,0
24,3.8,52,47,0
19,4.58,80,75,1
27,3.65,76,98,0
24,7.33,58,47,1
28,5.43,80,71,1
26,6.8,86,53,1
22,1.44,51,92,1
28,7.92,74,57,0
22,7.36,63,47,0
24,2.29,80,84,0
24,3.8,73,63,0
22,3.78,50,55,1
24,5.51,94,45,0
30,5.8,70,70,1
29,1.05,51,60,0
21,2.02,51,69,0
28,0.47,93,82,1
24,2.18,50,50,0
24,3.27,53,45,1
26,1.01,99,77,1
20,5.25,74,72,0
19,6.87,73,81,1
21,1.88,63,89,0
23,0.84,53,62,1
30,6.1,68,96,1
28,6.11,74,89,0
29,9.03,85,73,0
18,6.14,82,57,1
24,7.04,72,65,0
24,1.22,63,48,1
24,5.61,72,54,0
29,0.92,66,61,0
21,7.19,63,82,1
24,8.56,65,70,0
21,8.61,51,96,0
27,9.74,54,82,0
25,6.94,81,92,1
19,7.84,81,61,1
18,3.29,86,96,0
22,1.25,85,88,1
25,3.8,69,81,0
19,3.27,84,77,0
26,5.22,75,95,0
25,1.09,50,75,1
30,9.3,55,83,1
20,7.96,78,92,0
22,3.44,52,67,0
23,1.44,91,86,1
21,0.36,83,68,1
29,7.99,91,48,0
27,8.83,75,55,0
30,7.72,80,46,0
22,1.46,81,81,1
30,8.14,61,90,0
25,9.87,85,99,1
24,9.56,67,49,0
19,9.83,65,41,0
30,2.03,85,84,0
22,2.9,83,73,0
20,1.37,100,77,1
30,0.99,85,72,1
19,3.78,76,49,0
18,4.33,83,42,1
23,7.5,65,71,0
28,9.54,64,44,0
24,7.69,67,57,1
28,8.68,68,92,1
21,3.89,60,47,0
26,7.86,71,70,0
23,4.52,83,96,0
20,8.67,64,92,1
29,3.11,63,78,0
29,3.41,86,52,0
28,6.21,73,41,0
26,9.91,73,95,0
23,1.78,88,60,1
23,1.38,77,66,0
21,5.42,65,55,1
20,5.57,72,93,1
22,9.95,63,87,1
18,9.48,57,46,0
22,3.13,87,69,1
23,4.23,86,87,1
26,0.25,52,47,0
25,6.8,59,41,1
29,1.43,85,81,0
23,0.3,96,61,1
23,4.81,59,80,1
27,9.54,73,45,0
24,9.07,88,64,0
27,1.68,57,72,1
24,5.69,71,93,0
27,3.09,58,57,1
19,1.63,53,100,1
24,9.1,85,68,0
20,7.65,73,66,0
18,4.72,83,70,1
25,9.23,62,54,1
26,9.67,96,75,0
29,9.65,76,65,1
18,0.03,50,55,0
27,8.96,80,81,0
24,3.26,60,74,1
26,6.71,76,71,1
25,8.6,97,88,0
25,1.27,80,92,0
27,3.46,53,91,1
22,2.01,59,48,1
22,2.32,70,88,0
22,8.52,80,55,1
27,4.63,77,49,1
22,0.07,89,58,0
25,1.97,63,43,1
19,6.5,51,78,0
24,1.59,99,96,1
24,3.17,74,48,0
28,2.12,92,80,1
30,6.9,89,99,0
21,5.16,80,75,0
20,5.43,79,89,0
27,6.36,71,94,1
27,0.7,94,74,1
30,9.87,82,75,0
28,2.34,83,87,1
30,9.18,74,71,1
22,1.17,81,84,0
21,4.84,61,65,1
19,4.13,61,80,1
20,2.43,96,46,1
21,9.97,55,89,1
29,4.45,71,55,1
22,2.25,66,83,0
27,5.41,88,74,0
18,1.76,81,45,0
30,9.11,79,66,1
27,7.29,56,97,1
24,5.18,63,62,0
26,6.86,95,64,0
19,0.79,58,99,0
22,6.51,52,74,0
26,6.59,89,92,0
27,2.28,72,86,1
19,1.32,52,69,0
29,1.69,87,69,0
23,4.47,69,46,1
27,9.85,50,59,0
20,6.78,93,49,0
26,2.81,75,49,1
25,3.74,74,77,1
26,7.38,57,42,1
22,2.82,84,80,1
21,9.49,66,80,1
25,0.7,69,93,0
19,3.94,81,99,0
25,3.25,91,57,1
28,4.57,99,81,1
25,8.6,84,98,1
29,5.23,61,93,1
20,7.58,67,40,0
20,2.32,69,90,1
25,1.45,69,84,0
19,4.46,86,94,0
19,6.66,69,79,1
24,1.68,76,43,1
30,2.53,87,40,1
23,4.41,51,71,0
27,3.76,70,90,1
29,1.59,93,83,0
26,4.81,85,75,0
23,8.41,93,62,0
20,5.65,80,83,1
30,9.26,81,88,1
27,5.73,66,83,0
23,3.11,87,84,1
19,6.81,91,76,0
28,3.15,68,66,1
27,1.98,94,49,0
21,7.95,92,96,0
21,10.0,78,98,1
24,9.05,79,49,0
19,4.17,87,67,1
24,6.12,96,46,0
19,0.73,88,91,1
21,3.29,67,42,1
28,5.7,91,49,1
21,4.27,78,82,1
20,3.29,93,96,0
26,4.8,70,86,0
30,6.94,61,53,0
28,1.4,88,73,0
21,9.82,83,67,0
27,6.27,98,50,1
21,8.54,52,56,0
30,9.9,96,73,0
20,9.32,75,73,0
21,0.76,76,41,1
29,1.59,53,57,0
27,5.47,78,88,1
22,0.75,90,93,1
26,1.16,69,91,1
20,9.82,67,72,1
23,0.78,98,63,0
26,7.63,56,69,1
26,4.62,88,88,0
30,2.47,89,43,0
25,5.3,92,87,0
20,8.0,84,53,1
23,8.88,60,83,0
23,1.51,51,53,0
29,1.18,50,76,0
24,9.41,98,57,0
18,1.23,69,43,0
24,7.32,90,66,1
29,8.92,73,55,1
24,7.47,63,50,0
30,6.63,53,60,1
25,1.68,76,55,1
27,6.76,60,44,1
30,9.38,95,69,0
22,5.27,84,60,0
24,2.36,89,92,0
29,7.31,82,91,1
21,3.27,94,94,0
18,0.21,87,75,0
25,7.79,86,59,1
19,0.7,74,57,1
22,4.59,74,60,1
28,1.1,77,74,1
25,5.5,98,68,1
21,4.61,98,51,0
24,6.21,85,73,1
25,3.29,67,46,0
27,9.43,81,80,1
21,7.25,54,47,0
30,6.67,99,72,0
20,0.85,73,55,1
26,7.06,75,59,1
27,3.84,70,57,0
19,2.15,99,47,0
20,0.89,91,48,0
21,9.22,88,80,1
20,8.27,90,74,1
22,3.47,90,44,1
30,8.25,67,48,1
24,0.26,95,80,0
19,5.91,81,73,0
23,1.09,61,56,0
28,0.19,87,69,0
27,2.37,76,58,0
23,7.17,64,92,1
24,2.31,83,73,1
19,9.7,81,88,0
